Molecule ChEMBL ID,Molecule Name,Molecule Max Phase,Molecular Weight,#RO5 Violations,AlogP,Compound Key,Smiles,Standard Type,Standard Relation,Standard Value,Standard Units,pChEMBL Value,Data Validity Comment,Comment,Uo Units,Ligand Efficiency BEI,Ligand Efficiency LE,Ligand Efficiency LLE,Ligand Efficiency SEI,Potential Duplicate,Assay ChEMBL ID,Assay Description,Assay Type,BAO Format ID,BAO Label,Assay Organism,Assay Tissue ChEMBL ID,Assay Tissue Name,Assay Cell Type,Assay Subcellular Fraction,Assay Parameters,Assay Variant Accession,Assay Variant Mutation,Target ChEMBL ID,Target Name,Target Organism,Target Type,Document ChEMBL ID,Source ID,Source Description,Document Journal,Document Year,Cell ChEMBL ID,Properties,Action Type,Standard Text Value,Value,Category,tkd
chembl4214567,,,383.4,0.0,3.32,5; eai045,O=C(Nc1nccs1)C(c1cc(F)ccc1O)N1Cc2ccccc2C1=O,ic50,'=',6.0,nm,8.22,,,uo_0000065,21.44,0.42,4.9,9.96,0.0,chembl5120428,inhibition of egfr l858r/t790m/c797s mutant (unknown origin) phosphorylation expressed in mouse baf3 cells measured after 4 hrs by htrf assay,b,bao_0000219,cell-based format,homo sapiens,,,baf3,,,p00533,l858r,,,,,,,,,,,,,,,1.0,l858r/t790m/c797s triple
chembl24828,vandetanib,4.0,475.36,0.0,4.43,66,COc1cc2/c(=N/c3ccc(Br)cc3F)nc[nH]c2cc1OCC1CCN(C)CC1,ic50,'=',369.2,nm,6.43,,,uo_0000065,13.53,0.29,2.0,10.25,1.0,chembl5143769,inhibition of egfr l858r/t790m/c797s triple mutant (unknown origin),b,bao_0000357,single protein format,homo sapiens,,,,,,p00533,l858r,,,,,,,,,,,,,,,1.0,l858r/t790m/c797s triple
chembl5206298,,,595.71,2.0,4.27,151,COc1cc(N(C)CCN(C)C)c(NC(=O)c2ccncn2)cc1Nc1nccc(-c2cn(CCCO)c3ccccc23)n1,ic50,'=',161.0,nm,6.79,,,uo_0000065,11.4,0.21,2.52,5.09,1.0,chembl5577209,inhibition of egfr l858r/t790m/c797s mutant (unknown origin),b,bao_0000357,single protein format,homo sapiens,,,,,,p00533,l858r,,,,,,,,,,,,,,,1.0,l858r/t790m/c797s triple
chembl4474196,,,632.18,2.0,5.94,41,CCC(=O)N1CCC[C@@H](n2c(=O)c(-c3cccc(F)c3Cl)c(C)c3cnc(Nc4ccc(N5CCN(C)CC5)c(C)c4)nc32)C1,ic50,'=',27.5,nm,7.56,,,uo_0000065,11.96,0.23,1.62,8.73,1.0,chembl5587332,inhibition of egfr l858r/t790m/c797s triple mutant (unknown origin),b,bao_0000357,single protein format,homo sapiens,,,,,,p00533,l858r,,,,,,,,,,,,,,,1.0,l858r/t790m/c797s triple
chembl5280575,,,488.56,1.0,6.03,16o,COc1cc2c(Nc3ccc(Oc4ccc(F)cc4)cc3)ncnc2cc1OCC1CCN(C)CC1,ic50,'=',891.0,nm,6.05,,,uo_0000065,12.38,0.23,0.02,8.8,0.0,chembl5250194,inhibition of egfr l858r/t790m/c797s triple mutant (unknown origin) expressed in bac-to-bac baculovirus expression system measured after 2 hrs by elisa method,b,bao_0000019,assay format,homo sapiens,,,,,,p00533,l858r,,,,,,,,,,,,,,,1.0,l858r/t790m/c797s triple
chembl5270822,,,527.63,2.0,5.25,16w,CNC(=O)c1ccc(Oc2ccc(Nc3ncnc4cc(OCC5CCN(C)CC5)c(OC)cc34)cc2)cc1,ic50,'>',10000.0,nm,,,,uo_0000065,,,,,0.0,chembl5250194,inhibition of egfr l858r/t790m/c797s triple mutant (unknown origin) expressed in bac-to-bac baculovirus expression system measured after 2 hrs by elisa method,b,bao_0000019,assay format,homo sapiens,,,,,,p00533,l858r,,,,,,,,,,,,,,,1.0,l858r/t790m/c797s triple
chembl4758107,,,558.67,1.0,3.2,d6,CNC(=O)CN1CC[C@H](n2c(Nc3ccc(F)cc3)nc3cnc(Nc4ccc(N5CCN(C)CC5)cc4)nc32)C1,ic50,'=',561.0,nm,6.25,,,uo_0000065,11.19,0.21,3.05,5.87,0.0,chembl4722830,inhibition of egfr l858r/t790m/c797s (unknown origin) using poly (glu,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,l858r/t790m/c797s triple
chembl5394606,,,586.72,1.0,4.86,d27,C=CC(=O)Nc1cc(Nc2nccc(-c3cn(S(=O)(=O)CC)c4ccccc34)n2)cc2cnn(CCN(CC)CC)c12,ic50,'=',42.0,nm,7.38,,,uo_0000065,12.57,0.24,2.52,5.81,0.0,chembl5341566,inhibition of egfr l858r/t790m/c797s triple mutant (unknown origin) preincubated for 10 mins followed by atp and substrate addition and measured after 60 mins by plate reader analysis,b,bao_0000357,single protein format,homo sapiens,,,,,,p00533,l858r,,,,,,,,,,,,,,,1.0,l858r/t790m/c797s triple
chembl5191292,,,580.69,2.0,5.04,9d,COc1cc(N(C)CCN(C)C)c(NC(=O)c2ccncc2OC)cc1Nc1nccc(-c2cn(C)c3ccccc23)n1,ic50,'>',500.0,nm,,,,uo_0000065,,,,,0.0,chembl5140666,inhibition of egfr l858r/t790m/c797s mutant (unknown origin) by mobility shift assay,b,bao_0000357,single protein format,homo sapiens,,,,,,p00533,l858r,,,,,,,,,,,,,,,1.0,l858r/t790m/c797s triple
chembl5432965,,,661.82,3.0,5.41,8o,COc1cc(N2CCC(N3CC(N(C)C)C3)CC2)c(C)cc1Nc1ncc(SC)c(Nc2ccc3nccnc3c2P(C)(C)=O)n1,ic50,'=',0.05,nm,10.3,,,uo_0000065,15.56,0.31,4.89,9.23,0.0,chembl5327353,inhibition of egfr l858r/t790m/c797s triple mutant (unknown origin) using tk as substrate incubated for 120 mins in presence of atp by htrf assay,b,bao_0000357,single protein format,homo sapiens,,,,,,p00533,l858r,,,,,,,,,,,,,,,1.0,l858r/t790m/c797s triple
chembl4294743,,,617.2,2.0,5.72,40; jnd3229,CCC(=O)N[C@H]1CC[C@H](N2C(=O)N(c3ccccc3Cl)Cc3cnc(Nc4ccc(N5CCN(C)CC5)c(C)c4)nc32)CC1,ic50,'=',5.5,nm,8.26,,,uo_0000065,13.38,0.26,2.54,8.52,0.0,chembl5587332,inhibition of egfr l858r/t790m/c797s triple mutant (unknown origin),b,bao_0000357,single protein format,homo sapiens,,,,,,p00533,l858r,,,,,,,,,,,,,,,1.0,l858r/t790m/c797s triple
chembl5200598,,,636.22,2.0,5.06,17e,COc1cc(N2CCC(N3CCN(C)CC3)CC2)ccc1Nc1ncc(Cl)c(-c2cn(S(=O)(=O)C3CC3)c3ccccc23)n1,ic50,'=',222.3,nm,6.65,,,uo_0000065,10.46,0.21,1.59,6.94,0.0,chembl5165817,inhibition of egfr l858r/t790m/c797s mutant (unknown origin) by elisa,b,bao_0000357,single protein format,homo sapiens,,,,,,p00533,l858r,,,,,,,,,,,,,,,1.0,l858r/t790m/c797s triple
chembl5394752,,,497.62,0.0,4.8,d21,[2H]C([2H])([2H])n1cc(-c2ccnc(Nc3cc(NC(=O)/C=C/C)c4c(cnn4CCN(C)C)c3)n2)c2ccccc21,ic50,'=',249.0,nm,6.6,,,uo_0000065,13.35,0.24,1.8,7.11,0.0,chembl5341566,inhibition of egfr l858r/t790m/c797s triple mutant (unknown origin) preincubated for 10 mins followed by atp and substrate addition and measured after 60 mins by plate reader analysis,b,bao_0000357,single protein format,homo sapiens,,,,,,p00533,l858r,,,,,,,,,,,,,,,1.0,l858r/t790m/c797s triple
chembl4225565,,,515.69,1.0,4.95,c6,CN1CCN(c2ccc(Nc3ncc4nc(Sc5ccccc5)n([C@H]5CC[C@H](O)CC5)c4n3)cc2)CC1,ic50,'=',529.0,nm,6.28,,,uo_0000065,12.17,0.23,1.33,7.62,0.0,chembl4222847,inhibition of egfr l858r/t790m/c797s triple mutant (unknown origin) using poly (glu,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,l858r/t790m/c797s triple
chembl5284866,,,484.6,1.0,6.2,16k,COc1cc2c(Nc3ccc(Oc4ccccc4C)cc3)ncnc2cc1OCC1CCN(C)CC1,ic50,'=',32.0,nm,7.5,,,uo_0000065,15.47,0.28,1.29,10.9,0.0,chembl5250194,inhibition of egfr l858r/t790m/c797s triple mutant (unknown origin) expressed in bac-to-bac baculovirus expression system measured after 2 hrs by elisa method,b,bao_0000019,assay format,homo sapiens,,,,,,p00533,l858r,,,,,,,,,,,,,,,1.0,l858r/t790m/c797s triple
chembl5423287,,,625.82,2.0,4.08,i-10,COc1cc(N2CCC(N3CCN(C)CC3)CC2)c(C)cc1Nc1nccc(-n2cc(CN[C@@H](C)CO)c(-c3ccccc3)n2)n1,ic50,'=',33.26,nm,7.48,,,uo_0000065,11.95,0.22,3.4,7.0,0.0,chembl5337218,inhibition of egfr l858r/t790m/c797s mutant (unknown origin),b,bao_0000357,single protein format,homo sapiens,,,,,,p00533,l858r,,,,,,,,,,,,,,,1.0,l858r/t790m/c797s triple
chembl5077866,,,638.08,2.0,5.98,18c,CN1CCN(C2CCN(c3ccc(Nc4ncc(Cl)c(Nc5ccccc5P(C)(C)=O)n4)cc3OC(F)(F)F)CC2)CC1,ic50,'=',12.9,nm,7.89,,,uo_0000065,12.36,0.25,1.91,9.19,0.0,chembl5038289,inhibition of egfr l858r/t790m/c797s triple mutant (unknown origin) measured by elisa,b,bao_0000357,single protein format,homo sapiens,,,,,,p00533,l858r,,,,,,,,,,,,,,,1.0,l858r/t790m/c797s triple
chembl5411886,,,565.7,2.0,5.43,c16,CCS(=O)(=O)Nc1nc(-c2ccc(F)cc2)c(-c2ccnc(Nc3ccc4c(ccn4CCN(C)C)c3)n2)s1,ic50,'=',0.9,nm,9.05,,,uo_0000065,15.99,0.32,3.62,8.61,0.0,chembl5374826,inhibition of egfr l858r/t790m/c797s triple mutant (unknown origin) using polye4y1 as substrate incubated for 5 mins with compound followed by substrate addition measured after 60 mins in presence of atp by adp-glo reagent based assay,b,bao_0000357,single protein format,homo sapiens,,,,,,p00533,l858r,,,,,,,,,,,,,,,1.0,l858r/t790m/c797s triple
chembl5174109,,,483.66,1.0,5.9,14ai,CN(C)CCN(C)c1ccc(Nc2ncc3cc(CNc4ccccc4)n(C4CCCC4)c3n2)cc1,ic50,'=',304.0,nm,6.52,,,uo_0000065,13.47,0.25,0.62,10.64,0.0,chembl5122790,inhibition of egfr l858r/t790m/c797s mutant (unknown origin),b,bao_0000357,single protein format,homo sapiens,,,,,,p00533,l858r,,,,,,,,,,,,,,,1.0,l858r/t790m/c797s triple
chembl4443413,,,600.17,2.0,5.41,8g-a,CCC(=O)N1CC[C@@H](n2c(=O)c(-c3ccccc3Cl)c(C)c3cnc(Nc4ccc(N5CCN(C)CC5)c(C)c4)nc32)C1,ic50,'>',1000.0,nm,,,,uo_0000065,,,,,0.0,chembl4375049,inhibition of human c-terminal his-tagged and n-terminal gst-tagged egfr l858r/t790m/c797s triple mutant ( 668 to 1210 amino acids) expressed in baculovirus infected sf9 insect cells using poly(glu,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,l858r/t790m/c797s triple
chembl3545311,brigatinib,4.0,584.11,2.0,5.09,brigatinib,COc1cc(N2CCC(N3CCN(C)CC3)CC2)ccc1Nc1ncc(Cl)c(Nc2ccccc2P(C)(C)=O)n1,ic50,'=',4.4,nm,8.36,,,uo_0000065,14.31,0.29,3.27,9.73,0.0,chembl5341566,inhibition of egfr l858r/t790m/c797s triple mutant (unknown origin) preincubated for 10 mins followed by atp and substrate addition and measured after 60 mins by plate reader analysis,b,bao_0000357,single protein format,homo sapiens,,,,,,p00533,l858r,,,,,,,,,,,,,,,1.0,l858r/t790m/c797s triple
chembl5179288,,,354.37,0.0,3.28,39,N#Cc1ccc(O)c(-c2nc(NCc3ncccn3)c3ccccc3n2)c1,ic50,'=',630.0,nm,6.2,,,uo_0000065,17.5,0.31,2.92,5.76,0.0,chembl5143783,inhibition of egfr l858r/t790m/c797s triple mutant (unknown origin) by htrf method,b,bao_0000357,single protein format,homo sapiens,,,,,,p00533,l858r,,,,,,,,,,,,,,,1.0,l858r/t790m/c797s triple
chembl5440559,,,651.83,2.0,5.44,c43,CCS(=O)(=O)N1CCC(c2nc(-c3ccc(F)cc3)c(-c3ccnc(Nc4ccc(N5CCN(C)CC5)cc4OC)n3)s2)CC1,ic50,'=',71.0,nm,7.15,,,uo_0000065,10.97,0.22,1.71,6.89,0.0,chembl5374826,inhibition of egfr l858r/t790m/c797s triple mutant (unknown origin) using polye4y1 as substrate incubated for 5 mins with compound followed by substrate addition measured after 60 mins in presence of atp by adp-glo reagent based assay,b,bao_0000357,single protein format,homo sapiens,,,,,,p00533,l858r,,,,,,,,,,,,,,,1.0,l858r/t790m/c797s triple
chembl4090601,,,398.47,0.0,3.58,13,C=CC(=O)N1CCC[C@@H](n2nc(-c3ccc4ccccc4c3)c3c(N)ncnc32)C1,ic50,'=',88.0,nm,7.06,,,uo_0000065,17.71,0.32,3.48,7.85,1.0,chembl5243476,inhibition of egfr l858r t790m/c797s mutant (unknown origin),b,bao_0000357,single protein format,homo sapiens,,,,,,p00533,l858r,,,,,,,,,,,,,,,1.0,l858r/t790m/c797s triple
chembl4129209,,,564.7,1.0,3.93,25c,C=CC(=O)N[C@@H]1CCCN(c2nc(Nc3ccccc3)nc3cnc(Nc4ccc(N5CCN(C)CC5)cn4)cc23)C1,ic50,'>',500.0,nm,,,,uo_0000065,,,,,0.0,chembl4124416,inhibition of egfr l858r/t790m/c797s triple mutant (unknown origin) using poly(glu,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,l858r/t790m/c797s triple
chembl4294743,,,617.2,2.0,5.72,41; jnd3229,CCC(=O)N[C@H]1CC[C@H](N2C(=O)N(c3ccccc3Cl)Cc3cnc(Nc4ccc(N5CCN(C)CC5)c(C)c4)nc32)CC1,ic50,'=',5.8,nm,8.24,,,uo_0000065,13.35,0.26,2.52,8.5,1.0,chembl5620517,inhibition of egfr l858r/t790m/c797s triple mutant (unknown origin) expressed in bac-to-bac baculovirus expression system measured after 2 hrs by elisa method,b,bao_0000019,assay format,homo sapiens,,,,,,p00533,l858r,,,,,,,,,,,,,,,1.0,l858r/t790m/c797s triple
chembl5290340,,,488.56,1.0,6.03,16h,COc1cc2c(Nc3ccc(Oc4ccccc4F)cc3)ncnc2cc1OCC1CCN(C)CC1,ic50,'=',20.0,nm,7.7,,,uo_0000065,15.76,0.29,1.67,11.2,0.0,chembl5250194,inhibition of egfr l858r/t790m/c797s triple mutant (unknown origin) expressed in bac-to-bac baculovirus expression system measured after 2 hrs by elisa method,b,bao_0000019,assay format,homo sapiens,,,,,,p00533,l858r,,,,,,,,,,,,,,,1.0,l858r/t790m/c797s triple
chembl5430547,,,633.82,2.0,6.2,c34,CCS(=O)(=O)N1CCC(c2nc(-c3ccc(F)cc3)c(-c3ccnc(Nc4ccc5c(ccn5CCN(C)C)c4)n3)s2)CC1,ic50,'=',5.1,nm,8.29,,,uo_0000065,13.08,0.26,2.09,8.62,0.0,chembl5374826,inhibition of egfr l858r/t790m/c797s triple mutant (unknown origin) using polye4y1 as substrate incubated for 5 mins with compound followed by substrate addition measured after 60 mins in presence of atp by adp-glo reagent based assay,b,bao_0000357,single protein format,homo sapiens,,,,,,p00533,l858r,,,,,,,,,,,,,,,1.0,l858r/t790m/c797s triple
chembl285063,,,369.22,0.0,4.26,3b,C=CC(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,ic50,'<',1.0,nm,,,,uo_0000065,,,,,1.0,chembl1105218,inhibition of egfr leu858arg and thr790met mutant by htrf assay,b,bao_0000224,protein format,homo sapiens,,,,,,p00533,l858r,,,,,,,,,,,,,,,1.0,subs l858r
chembl1229592,,,494.98,0.0,4.55,wz4002,C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCN(C)CC4)cc3OC)ncc2Cl)c1,ic50,'=',3.82,nm,8.42,,,uo_0000065,17.01,0.33,3.87,9.16,1.0,chembl2439335,inhibition of egfr l858r mutant (unknown origin) using tyr 4 peptide as substrate after 1.5 hrs by fret-based z'-lyte assay,b,bao_0000224,protein format,homo sapiens,,,,,,p00533,l858r,chembl203,epidermal growth factor receptor,homo sapiens,single protein,chembl2434822,1.0,scientific literature,j med chem,2013.0,,,,,3.82,1.0,subs l858r
chembl3818015,,,458.27,0.0,3.19,9c,COc1cc2ncnc(Nc3cccc(Br)c3)c2cc1NC(=O)[C@@H]1COC(=O)N1,ic50,'=',0.38,nm,9.42,,,uo_0000065,20.56,0.44,6.23,8.23,0.0,chembl3820193,inhibition of recombinant human egfr l858r mutant expressed in baculovirus infected insect cells preincubated for 5 mins followed by atp addition for 30 mins by htrf assay,b,bao_0000219,cell-based format,homo sapiens,,,,,,p00533,l858r,chembl203,epidermal growth factor receptor,homo sapiens,single protein,chembl3817746,1.0,scientific literature,bioorg med chem,2016.0,,,,,0.38,1.0,subs l858r
chembl5549922,,,530.6,2.0,6.66,ts-5,CCCCC(=O)Nc1cc2c(Oc3ccc(NC(=O)CCCc4ccccc4)cc3F)ncnc2cc1OC,ic50,'>',10000.0,nm,,,,uo_0000065,,,,,0.0,chembl5537875,inhibition of n-terminal gst tagged human recombinant egfr l858r mutant (695 to end residues) expressed in baculovirus infected sf9 cells using poly (4:1 glu,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,subs l858r
chembl3353410,osimertinib,4.0,499.62,0.0,4.51,osimertinib,C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C,ic50,'=',1.2,nm,8.92,,,uo_0000065,17.86,0.33,4.41,10.19,1.0,chembl5384911,inhibition of human partial length egfr (r669 to v1011 residues) l858r mutant expressed in bacterial expression system by kinomescan analysis,b,bao_0000019,assay format,homo sapiens,,,,,,p00533,l858r,chembl203,epidermal growth factor receptor,homo sapiens,single protein,chembl5380860,1.0,scientific literature,j med chem,2023.0,,,inhibitor,,1.2,1.0,subs l858r
chembl5565127,,,566.59,2.0,6.46,ts-41,C=CC(=O)Nc1cc2c(Oc3ccc(NC(=O)n4c(=O)c(-c5ccccc5)c(C)n4C)cc3F)cccc2cc1OC,ic50,'=',68.1,nm,7.17,,,uo_0000065,12.65,0.23,0.71,6.92,0.0,chembl5537875,inhibition of n-terminal gst tagged human recombinant egfr l858r mutant (695 to end residues) expressed in baculovirus infected sf9 cells using poly (4:1 glu,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,subs l858r
chembl4068092,,,540.63,2.0,5.19,22,C=CC(=O)NCc1cn(Cc2cccc(Nc3cc(-c4[nH]c(SC)nc4-c4ccc(F)cc4)ccn3)c2)nn1,ic50,'=',46.0,nm,7.34,,,uo_0000065,13.57,0.26,2.15,6.47,0.0,chembl4013155,inhibition of human n-terminal gst-fused egfr l858r mutant (669 to 1210 residues) expressed in baculovirus using tk-substrate-biotin preincubated for 30 mins followed by substrate addition measured after 15 mins by htfr assay,b,bao_0000019,assay format,homo sapiens,,,,,,p00533,l858r,chembl203,epidermal growth factor receptor,homo sapiens,single protein,chembl4011631,1.0,scientific literature,j med chem,2017.0,,,,,46.0,1.0,subs l858r
chembl4064224,,,297.75,0.0,4.01,41,C=CC(=O)Nc1cccc(-c2c[nH]c3nccc(Cl)c23)c1,ic50,'=',459.0,nm,6.34,,,uo_0000065,21.29,0.41,2.33,10.97,0.0,chembl4052479,inhibition of recombinant human gst-tagged egfr l858r mutant cytoplasmic domain expressed in baculovirus expression system preincubated for 20 mins followed by addition of [33p]-atp measured after 2 hrs by filter-binding method,b,bao_0000019,assay format,homo sapiens,,,,,,p00533,l858r,chembl203,epidermal growth factor receptor,homo sapiens,single protein,chembl4049460,1.0,scientific literature,j med chem,2017.0,,,,,459.0,1.0,subs l858r
chembl2347971,,,397.43,1.0,5.3,3b,OC[C@@H](Nc1ncnc2oc(-c3ccccc3)c(-c3ccoc3)c12)c1ccccc1,ic50,'=',44.0,nm,7.36,,,uo_0000065,18.51,0.33,2.06,8.72,0.0,chembl2351568,inhibition of human gst-tagged egfr l834r mutant expressed in sf9 cells by luminescence assay,b,bao_0000219,cell-based format,homo sapiens,,,sf9,,,p00533,l858r,chembl203,epidermal growth factor receptor,homo sapiens,single protein,chembl2346524,1.0,scientific literature,j med chem,2013.0,chembl3308860,,,,44.0,1.0,subs l858r
chembl5183286,,,636.67,2.0,5.71,2c,CSc1nc(-c2cccc(NC(=O)c3c(F)ccc(O)c3CN3C(=O)c4ccccc4C3=O)c2)c(-c2ccnc(NC(C)=O)c2)[nH]1,ic50,'=',1.2,nm,8.92,,,uo_0000065,14.01,0.26,3.21,5.67,0.0,chembl5155237,inhibition of human egfr l858r mutant expressed in sf9 insect cells in presence of atp measured by htrf assay,b,bao_0000219,cell-based format,homo sapiens,,,sf9,,,p00533,l858r,chembl203,epidermal growth factor receptor,homo sapiens,single protein,chembl5154643,1.0,scientific literature,j med chem,2022.0,,,inhibitor,,1.2,1.0,subs l858r
chembl3219135,,,681.2,2.0,5.12,2k,C=CC(=O)Nc1cccc(N2C(=O)C(Cc3ccc(Cl)cc3)N(C)C(=O)c3cnc(Nc4ccc(N5CCN(C)CC5)cc4OC)nc32)c1,ic50,'=',62.19,nm,7.21,,,uo_0000065,10.58,0.2,2.09,5.85,0.0,chembl3223693,inhibition of egfr kinase l858r mutant (unknown origin) after 1.5 hrs by fret-based z'-lyte assay,b,bao_0000224,protein format,homo sapiens,,,,,,p00533,l858r,chembl203,epidermal growth factor receptor,homo sapiens,single protein,chembl3217539,1.0,scientific literature,medchemcomm,2012.0,,,,,62.19,1.0,subs l858r
chembl3263960,,,633.7,2.0,6.34,6,COc1cc2c(Oc3ccc(NS(=O)(=O)c4cccc(-c5ccoc5)c4)cc3F)ccnc2cc1OCCCN1CCOCC1,ic50,'=',2895.0,nm,5.54,,,uo_0000065,8.74,0.17,-0.8,4.93,0.0,chembl3266280,inhibition of recombinant egfr l858r mutant (unknown origin) using poly-gt peptide as substrate after 1 hr by transcreener assay,b,bao_0000224,protein format,homo sapiens,,,,,,p00533,l858r,chembl203,epidermal growth factor receptor,homo sapiens,single protein,chembl3259680,1.0,scientific literature,acs med chem lett,2014.0,,,,,2.895,1.0,subs l858r
chembl3608430,,,515.67,1.0,2.98,21,C=CC(=O)N1C[C@@H]2CN(c3nc(Nc4ccc(N5CCN(C)CC5)cc4)c4ncn(C(C)C)c4n3)C[C@@H]2C1,ic50,'=',8.0,nm,8.1,,,uo_0000065,15.7,0.29,5.12,9.45,0.0,chembl3609989,inhibition of egfr l858r mutant in human h3255 cells assessed as inhibition of phosphorylation at y1068 after 2 hrs by sandwich elisa method,b,bao_0000219,cell-based format,homo sapiens,,,h3255,,,p00533,l858r,chembl203,epidermal growth factor receptor,homo sapiens,single protein,chembl3608213,1.0,scientific literature,acs med chem lett,2015.0,,,,,8.0,1.0,subs l858r
chembl5632436,,,396.45,0.0,4.68,7,Cn1nccc1-c1cc2c(Nc3ccc(OCc4ccccc4)cc3)ncnc2[nH]1,ic50,'=',69.0,nm,7.16,,,uo_0000065,18.06,0.33,2.48,8.88,0.0,chembl5629495,inhibition of egfr l858r mutant phosphorylation (unknown origin) preincubated for 60 mins in the presence of atp,b,bao_0000357,single protein format,homo sapiens,,,,,,p00533,l858r,chembl203,epidermal growth factor receptor,homo sapiens,single protein,chembl5625257,1.0,scientific literature,bioorg med chem lett,2024.0,,dose = 1.0 mm | time = 1.0 hr,inhibitor,,0.069,1.0,subs l858r
chembl3263963,,,646.74,2.0,6.25,9,COc1cc2c(Oc3ccc(NS(=O)(=O)c4cccc(-c5ccoc5)c4)cc3F)ccnc2cc1OCCCN1CCN(C)CC1,ic50,'=',283.0,nm,6.55,,,uo_0000065,10.12,0.19,0.3,6.16,0.0,chembl3266280,inhibition of recombinant egfr l858r mutant (unknown origin) using poly-gt peptide as substrate after 1 hr by transcreener assay,b,bao_0000224,protein format,homo sapiens,,,,,,p00533,l858r,chembl203,epidermal growth factor receptor,homo sapiens,single protein,chembl3259680,1.0,scientific literature,acs med chem lett,2014.0,,,,,0.283,1.0,subs l858r
chembl3353410,osimertinib,4.0,499.62,0.0,4.51,azd9291,C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C,ic50,'=',5.0,nm,8.3,,,uo_0000065,16.61,0.31,3.79,9.48,1.0,chembl4378483,inhibition of recombinant human gst-tagged egfr l858r mutant expressed in baculovirus expression system using tyr 04 as substrate incubated for 1 hr by z'-lyte assay,b,bao_0000019,assay format,homo sapiens,,,,,,p00533,l858r,chembl203,epidermal growth factor receptor,homo sapiens,single protein,chembl4376823,1.0,scientific literature,eur j med chem,2019.0,,,,,0.005,1.0,subs l858r
chembl5583589,,,622.48,2.0,9.04,ts-47,CCCC(=O)Nc1cc2c(Oc3ccc(NC(=O)c4c(-c5c(Cl)cccc5Cl)noc4C)cc3F)cccc2cc1OC,ic50,'>',10000.0,nm,,,,uo_0000065,,,,,0.0,chembl5537875,inhibition of n-terminal gst tagged human recombinant egfr l858r mutant (695 to end residues) expressed in baculovirus infected sf9 cells using poly (4:1 glu,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,subs l858r
chembl5206110,,,431.88,0.0,3.84,9d,COc1cc2ncnc3c2cc1OCCOCCOCCOc1ccc(Cl)cc1N3,ic50,'=',0.7,nm,9.15,,,uo_0000065,21.2,0.42,5.31,10.9,0.0,chembl5153036,inhibition of egfr (unknown origin) l858r mutant preincubated with compound 30 mins followed atp addition incubated for 30 mins by htrf kinease tk assay,b,bao_0000357,single protein format,homo sapiens,,,,,,p00533,l858r,chembl203,epidermal growth factor receptor,homo sapiens,single protein,chembl5150044,1.0,scientific literature,j med chem,2022.0,,time = 1.0 hr,inhibitor,,0.7,1.0,subs l858r
chembl4570333,,,502.64,2.0,5.17,4h,C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)c(OC)cc1SCCN(C)C,ic50,'=',14.0,nm,7.85,,,uo_0000065,15.63,0.3,2.68,9.32,0.0,chembl4378483,inhibition of recombinant human gst-tagged egfr l858r mutant expressed in baculovirus expression system using tyr 04 as substrate incubated for 1 hr by z'-lyte assay,b,bao_0000019,assay format,homo sapiens,,,,,,p00533,l858r,chembl203,epidermal growth factor receptor,homo sapiens,single protein,chembl4376823,1.0,scientific literature,eur j med chem,2019.0,,,,,0.014,1.0,subs l858r
chembl4779194,,,564.53,2.0,6.41,9h,C=CCSSCCC(=O)OCCCOc1cc2ncnc(Nc3cccc(Br)c3)c2cc1OC,gi50,'=',302.8,nm,,,,uo_0000065,,,,,0.0,chembl4771543,inhibition of egfr l858r mutant in human nci-h3255 cells assessed as cell growth inhibition measured after 72 hrs in presence of zncl2 by celltiter-glo luminescent cell viability assay,b,bao_0000219,cell-based format,homo sapiens,,,nci-h3255,,,p00533,l858r,chembl203,epidermal growth factor receptor,homo sapiens,single protein,chembl4765363,1.0,scientific literature,eur j med chem,2020.0,,time = 72.0 hr,inhibitor,,0.3028,1.0,subs l858r
chembl3623278,,,402.86,0.0,4.01,1a,COc1cc2ncnc(Nc3cccc(Cl)c3F)c2cc1CN1CCOCC1,ic50,'=',6.6,nm,8.18,,,uo_0000065,20.31,0.4,4.17,13.75,0.0,chembl3624312,inhibition of egfr l858r mutant phosphorylation in human h3255 cells,b,bao_0000219,cell-based format,homo sapiens,,,h3255,,,p00533,l858r,chembl203,epidermal growth factor receptor,homo sapiens,single protein,chembl3621142,1.0,scientific literature,j med chem,2015.0,,,,,6.6,1.0,subs l858r
